"","D1n1","D1n2","D3n1","D3n2","D7n1","D7n2","LZn1","LZn2","Pachn1","Pachn2"
"NM_177327",0,0,0,0,0,0,0,0,0,0
"NM_001008785",0.0602981834805415,0.127659652969406,0,0.0401711286712764,0.518296058592047,0.243634327830593,0.429793403998599,0.0455459432121414,0.8526797091765,1.06139016322262
"NM_177325",23.8177824748139,27.8298043473304,22.061330459609,24.5043884894786,29.2700879404877,26.6779588974499,7.09159116597688,5.64769695830553,10.042672130301,7.55460057352573
"NM_177324",57.343572489995,63.7021668317334,44.1396311734177,61.9840515397795,66.0691081005231,63.1317451991023,84.4544038857246,143.424175175033,132.6390658719,180.061719454944
"NM_177323",11.3963566778223,12.5106459910017,14.950793949935,12.5735632741095,12.9301227248753,13.0648908299155,2.79365712599089,1.50301612600067,7.57937519268,6.18103683288469
"NM_177322",2.29133097226058,1.6170222709458,1.56126338637233,2.28975433426275,1.17298581681358,1.09635447523767,30.5153316839005,27.0998362112241,28.043688212916,15.6711135864046
"NM_177321",0.0602981834805415,0.127659652969406,0,0,0.0545574798517944,0.334997200767065,0,0.182183772848566,0.2842265697255,0
"NM_177320",0.663280018285957,0.680851482503497,0.66183991378827,0.562395801397869,0.518296058592047,0.517722946640009,0.429793403998599,0.182183772848566,0,0.0624347154836837
"NM_177328",1.02506911916921,1.06383044141171,0.526077880190676,1.24530498880957,0.327344879110767,0.426360073703537,0.644690105997898,0.31882160248499,0.0947421899085,0.124869430967367
"NM_001164244",0,0,0,0,0,0,0,0,0,0
"NM_001276396",0,0,0,0,0,0,0,0,0,0
"NM_001276397",0.0602981834805415,0,0,0,0,0,9.45545488796917,13.2538694747331,4.547625115608,6.36834097933574
"NM_001276390",2.89431280706599,2.76595914767045,2.61341914675368,1.44616063216595,1.09114959703589,0.791811565449426,0,0,0,0
"NM_001276391",0.0602981834805415,0,0,0,0.136393699629486,0.0304542909788241,0,0,0,0
"NM_001164242",0,0,0,0,0,0,0,0,0,0
"NM_001164243",0,0,0,0,0,0,0,0,0,0
"NM_001164248",0,0,0,0,0,0,0,0,0,0
"NM_001164249",1.56775277049408,1.23404331203759,2.05340075816361,1.60684514685106,2.75515273251562,2.83224906103064,0.429793403998599,0.0910918864242828,0,0.124869430967367
"NM_001167910",0,0,0,0,0,0,0,0,0,0
"NM_001167913",0,0.0425532176564685,0.0169702541996992,0,0.0272787399258972,0,1.2893802119958,1.27528640993996,0.2842265697255,0.187304146451051
"NM_001167914",0,0.0425532176564685,0.0678810167987969,0.0401711286712764,0.109114959703589,0.182725745872944,3.86814063598739,3.9624970594563,0.568453139451,0.936520732255256
"NM_177326",45.4045321608478,48.4255616930612,44.122660919218,49.852370681054,50.7111775222429,51.6809317910644,16.3321493519468,19.9035771837058,36.00203216523,26.7220582270166
"NM_001167918",34.7920518682725,33.0638501190761,1.57823364057203,32.5787853524052,34.4803272663341,31.2765568352523,4.51283074198529,0.95646480745497,4.6423673055165,2.06034561096156
"NM_001164336",0.180894550441625,0.212766088282343,0.254553812995488,0.401711286712764,0.436459838814355,0.15227145489412,0.214896701999299,0.182183772848566,0.2842265697255,0
"NM_001161540",0.120596366961083,0.0851064353129371,0,0.0401711286712764,0.0272787399258972,0,0,0,0,0
"NM_001161541",0.482385467844332,0.212766088282343,0.305464575594586,0.281197900698935,0.272787399258972,0.213180036851768,0,0,0,0
"NM_001164790",0,0,0,0,0,0,0,0,0,0
"NM_001164791",11.8184439621861,15.2340519210157,13.2877090383645,16.6308472699084,11.5389069886545,9.31901303952016,14.1831823319538,9.15473458564042,16.9588519936215,12.2996389502857
"NM_001164797",0.0602981834805415,0.127659652969406,0.0509107625990977,0.0401711286712764,0,0.0913628729364722,0,0.227729716060707,0.189484379817,0.0624347154836837
"NM_001161548",0,0.0425532176564685,0.101821525198195,0.0401711286712764,0.109114959703589,0.243634327830593,0,0,0,0
"NM_001164798",0,0,0,0,0,0,0,0,0,0
"NM_001164799",0,0,0,0,0,0,0,0,0,0
"NM_001177890",0,0,0,0,0,0,0,0,0,0
"NM_001177897",0,0,0,0,0,0,0,0,0,0
"NM_001177896",0,0,0,0,0,0,0,0,0,0
"NM_001177899",0,0,0,0,0,0,0,0,0,0
"NM_001177898",0,0,0,0,0,0,0,0,0,0
"NM_029100",38.9526265284298,41.4468339974004,49.9943688723139,40.9745512447019,22.6959116183465,22.7798096521604,1.5042769139951,0.364367545697131,0.568453139451,0.187304146451051
"NM_172919",7.47697475158715,7.23404700159965,7.56873337306585,8.35559476362549,8.34729441732455,8.28356714624015,5.37241754998248,4.14468083230487,7.2951486229545,5.11964666966207
"NM_172918",24.1192733922166,23.9149083229353,23.7074451169798,27.035169595769,24.960047032196,25.8861473320005,43.4091338038585,44.9993918935957,26.717297554197,22.2891934276751
"NM_172913",2.11043642181895,1.87234157688462,0.88245321838436,0.923935959439357,1.44577321607255,2.04043749558121,4.72772744398459,2.45948093345564,2.084328177987,0.624347154836837
"NM_172912",0.120596366961083,0.255319305938811,0.0509107625990977,0.241026772027658,0.0272787399258972,0.0304542909788241,88.322544521712,143.742996777518,140.028956684763,172.070075873032
"NM_172911",7.23578201766498,9.95745293161364,5.48139210650285,8.07439686292656,5.64669916466072,5.11632088444244,0.644690105997898,0.0910918864242828,0.757937519268,0.437043008385786
"NM_172910",0,0,0,0,0,0,0,0.0455459432121414,0,0.0624347154836837
"NM_172916",1.80894550441625,3.02127845360927,0.322434829794285,0.843593702096804,0.845640937702814,1.06590018425884,331.585611184919,388.415803713142,234.581662213446,278.958308781099
"NM_172914",0.904472752208123,2.12766088282343,0.780631693186164,0.642738058740422,0.409181098888458,0.334997200767065,105.084487277657,214.521392529186,102.226822911271,164.57791001499
"NM_010587",3.9193819262352,3.36170419486101,2.63038940095338,3.25386142237339,4.03725350903279,4.23314644605655,7.09159116597688,11.2953939166111,4.168656355974,6.68051455675416
"NM_010586",0,0,0,0,0,0,0,0,0,0
"NM_010585",119.209508741031,117.48943394951,70.0532093363584,122.240744546694,101.095010165375,101.412788959484,8.38097137797267,9.10918864242828,9.284734611033,4.9947772386947
"NM_010584",0,0.0425532176564685,0,0,0,0,0,0,0,0
"NM_010583",0.241192733922166,0.255319305938811,0.186672796196691,0.0803422573425528,0.654689758221533,0.395905782724713,0.214896701999299,0.0455459432121414,0.0947421899085,0.0624347154836837
"NM_001011721",0,0,0,0,0,0,0,0,0,0
"NM_001270900_2",0,0,0,0,0,0,0,0,0,0
"NM_001270900_3",0,0,0,0,0,0,0,0,0,0
"NM_010589",0,0,0,0,0,0,0,0,0,0
"NM_010588",6.57250199937902,6.38298264847028,4.53105787131969,5.62395801397869,10.884217230433,9.89764456811782,2.36386372199229,5.41996724224483,7.57937519268,6.24347154836837
"NR_033197",0.241192733922166,0.212766088282343,0.101821525198195,0.321369029370211,0.19095117948128,0.243634327830593,45.1283074198529,53.3342995014176,73.6146815589045,48.4493392153386
"NM_145363",0.0602981834805415,0.127659652969406,0.0339405083993985,0.0803422573425528,0,0.0304542909788241,0,0.136637829636424,0,0.124869430967367
"NM_001013384",0.120596366961083,0.0425532176564685,0.0169702541996992,0.160684514685106,0,0.0609085819576481,0,0.0455459432121414,0,0
"NM_001013385",0.301490917402708,0.382978958908217,0.339405083993985,0.602566930069146,0.709247238073328,0.730902983491778,0,0.136637829636424,0.189484379817,0.0624347154836837
"NM_001013386",1.08536730264975,1.65957548860227,1.37459059017564,1.24530498880957,1.58216691570204,1.58362313089885,0.644690105997898,0.0910918864242828,0.757937519268,0.624347154836837
"NM_001013387",0,0,0,0,0,0,0,0,0,0
"NM_001013380",67.8354564156092,74.2553648105376,71.1223353509395,71.9866625789273,76.4077505324381,74.6739214800766,85.0990939917225,103.617020807622,159.451105616005,161.144000663388
"NM_001013381",6.81369473330119,9.57447397270542,6.10929151189172,6.82909187411699,8.67463929643531,9.07537871168957,0,0.364367545697131,2.3685547477125,1.43599845612473
"NM_001013382",0.0602981834805415,0.0425532176564685,0.0848512709984961,0.0401711286712764,0,0,22.5641537099264,28.2840307347398,10.7058674596605,8.36625187481362
"NM_001013389",7.95936021943148,8.2553242253549,3.29222931474165,9.3598729804074,9.62939519384172,10.1717331869272,12.893802119958,31.2900629867411,18.6642114119745,31.4670966037766
"NR_030526",0.0602981834805415,0,0.0169702541996992,0,0,0,0,0,0,0
"NR_033190",0,0,0,0,0,0,0,0.0455459432121414,0,0
"NR_030524",0,0,0,0,0,0,0,0,0,0
"NR_030525",0,0,0,0,0,0,0,0,0,0
"NR_030529",0,0,0,0,0,0,0,0,0,0
"NM_001002786",0.241192733922166,1.02127722375524,0.610929151189172,0.241026772027658,0.109114959703589,0.0304542909788241,0.214896701999299,0.227729716060707,0.2842265697255,0
"NM_001002787",0.301490917402708,0.127659652969406,0.0509107625990977,0.321369029370211,0.0272787399258972,0.15227145489412,139.467959597545,153.398736738492,45.097282396446,30.3432717250703
"NM_001081082",0,0,0.0339405083993985,0.0401711286712764,0.0545574798517944,0,1.5042769139951,1.82183772848566,0.189484379817,0.624347154836837
"NM_001081083",0,0,0,0,0,0,0,0,0,0
"NM_001081084",1.14566548613029,1.65957548860227,0.44122660919218,0.723080316082975,0.763804717925122,0.730902983491778,4.08303733798669,5.2833294126084,4.2633985458825,3.99582179095576
"NM_001081085",4.88415286192386,3.31915097720455,7.72146566086315,5.98549817202018,7.55621095947353,5.5731352491248,0.214896701999299,0.0455459432121414,0.378968759634,0.249738861934735
"NM_001081086",62.3483217188799,60.2979094192159,58.3776744469653,52.8652053313997,73.3252529208117,67.517163100053,45.7729975258508,21.9986905714643,50.592329411139,52.7573345837128
"NM_001081087",0.0602981834805415,0.29787252359528,0.101821525198195,0.160684514685106,0.163672439555383,0.182725745872944,7.95117797397408,9.42801024491327,3.1264922669805,2.37251918837998
"NM_001081088",5.54743288020982,5.02127968346329,0.831542455785262,1.20513386013829,1.69128187540563,1.33998880306826,3.86814063598739,4.14468083230487,2.1790703678955,1.49843317160841
"NM_001081089",4.16057466015736,7.23404700159965,5.19289778510796,3.81625722377126,15.0851431790212,13.4912509036191,6.66179776197828,12.1607668376418,19.2326645514255,40.5825650643944
"NM_011980",48.5400377018359,55.5745022593479,51.4538107334881,49.2899748796561,42.8276216836586,43.4582732267819,3.22345052998949,0.273275659272848,5.2108204449675,2.24764975741261
"NM_011981",54.2080669490068,57.404290618576,54.6442185230315,61.0601155803401,43.264081522473,44.6764448659349,9.88524829196777,5.37442129903269,10.611125269752,6.49321041030311
"NM_011982",0.482385467844332,0.723404700159965,0.186672796196691,0.241026772027658,1.0093133772582,0.669994401534129,1.0744835099965,0.136637829636424,0.6631953293595,0.187304146451051
"NM_011983",0,0,0,0,0,0,0,0,0,0
"NM_011984",0,0,0,0,0,0,0,0,0,0
"NM_011985",20.4410841999036,18.893628639472,27.2372579905173,23.259083500669,15.8762266368722,18.0593945504427,0,0.227729716060707,0.0947421899085,0.124869430967367
"NM_011986",25.8679207131523,29.787252359528,33.2956387398099,29.8471486027584,28.915464321451,30.9111053435064,2.57876042399159,1.63965395563709,5.4003048247845,3.12173577418419
"NM_011987",0.542683651324874,0.553191829534091,0.22061330459609,0.0401711286712764,0.109114959703589,0.121817163915296,19.7704965839355,39.7160624809873,8.6215392816735,12.5493778122204
"NM_011988",48.2988449679138,38.7659812850428,61.8905170663031,53.7087990334965,29.9247776987092,31.154739671337,0.644690105997898,1.27528640993996,1.2316484688105,1.99791089547788
"NM_011989",21.1043642181895,21.9149070930813,31.7343753534376,21.371040453119,23.4324375963457,21.5007294310498,2.79365712599089,1.27528640993996,2.084328177987,1.31112902515736
"NM_146772",0,0,0,0,0,0,0,0,0,0
"NM_001081556",0,0.0425532176564685,0,0,0,0,0,0,0,0
"NM_001081557",6.3916074489374,7.10638734863025,6.5844586294833,7.71285670488507,9.7657888934712,8.43583860113427,16.1172526499475,26.0067335741327,8.4320549018565,11.9250306573836
"NM_019656",22.0088369703977,19.8297994279143,28.0857707005022,20.0453932069669,12.6846140655422,14.4962425059203,22.1343603059278,106.122047684289,4.737109495425,8.49112130578099
"NM_001037922",0.904472752208123,0.510638611877622,0.831542455785262,0.642738058740422,0.518296058592047,0.852720147407074,1.5042769139951,0.273275659272848,0.189484379817,0.0624347154836837
"NM_001037923",1.26626185309137,1.36170296500699,2.00248999556451,0.843593702096804,1.14570707688768,1.24862593013179,3.65324393398809,2.55057281987992,8.147828332131,3.74608292902102
"NM_001037926",0,0.0425532176564685,0.0169702541996992,0,0.0272787399258972,0,0.214896701999299,0,0.2842265697255,0.0624347154836837
"NM_001037927",0.120596366961083,0.468085394221154,0.271524067195188,0.361540158041488,0.572853538443841,0.487268655661185,47.0623777378466,74.2398874357905,61.392939060708,60.811412881108
"NM_001037925",0,0,0,0,0,0,0,0,0,0
"NM_019650",55.5346269855787,55.2340765180962,55.4248502162177,65.4789397341805,64.8688435437836,63.9540110555305,129.367814603578,136.501191806788,173.378207532555,117.939177548679
"NM_001037928",0.361789100883249,0.680851482503497,0.22061330459609,0.281197900698935,0.436459838814355,0.426360073703537,53.0794853938269,65.9505257711808,67.3616970249435,63.9331486552921
"NM_001037929",0.0602981834805415,0,0.0339405083993985,0,0,0,0.214896701999299,0.592097261757838,0.0947421899085,0.249738861934735
"NM_019651",42.088132069418,40.3830035559886,40.9492233838742,39.7292462558923,29.8974989587833,30.8806510525276,41.4750634858648,56.1126020373582,33.159766467975,31.0300535953908
"NM_011676",37.9275574092606,41.1489614738051,57.3424889407837,41.6172893034423,54.9666609506829,54.7263608889469,4.29793403998599,3.91695111624416,5.874015774327,3.37147463611892
"NM_011677",0.723578201766498,0.936170788442308,0.984274743582555,1.12479160279574,1.77311809518332,1.79680316775062,0,0,0,0.0624347154836837
"NM_011674",0.964770935688664,1.95744801219755,0.695780422187668,0.44188241538404,4.47371334784714,2.98452051592476,6.01710765598038,1.41192423957638,4.8318516853335,0.874086016771572
"NM_011675",6.27101108197632,6.72340838972203,8.46815684564991,7.23080316082975,10.9660534502107,10.5980932606308,5.80221095398108,5.19223752618412,10.7058674596605,5.80642853998259
"NM_011672",0.663280018285957,0.553191829534091,0.458196863391879,0.723080316082975,0.654689758221533,0.700448692512954,2.14896701999299,1.50301612600067,0.757937519268,0.49947772386947
"NM_011673",37.1436810240136,36.3830010962806,39.4897815227001,39.7292462558923,32.4344217718918,33.2560857488759,13.7533889279552,10.9765723141261,19.706375500968,13.2985943980246
"NM_011670",12.3008294300305,13.8297957383523,18.4296960608734,16.4701627552233,87.7557063416113,73.2425698040719,5.37241754998248,4.55459432121414,5.5897892046015,4.80747309224365
"NM_011671",168.051037360269,142.4256194962,198.518033628082,160.403316784407,123.245346985204,170.818118100224,8.59586807997197,4.64568620763842,14.021844106458,8.67842545223204
"NM_019653",28.9431280706599,25.7872498998199,12.1676722611843,27.035169595769,26.2967052885649,25.5511501312334,2.57876042399159,3.32485385448632,3.410718836706,3.30903992063524
"NM_011678",45.1633394269256,45.6596025453907,51.3180486998905,47.52244521812,51.1203586211314,51.9550204098739,136.889199173554,256.013746795447,152.440183562776,162.829737981447
"NR_027344",0,0,0,0,0,0,0,0,0,0
"NR_027343",0,0,0,0,0,0.0304542909788241,0,0.136637829636424,0.189484379817,0.0624347154836837
"NM_001166641_1",0,0,0,0,0,0,0,0,0,0
"NM_177855",12.2405312465499,12.8510717322535,2.86797295974917,8.99833282236591,12.6027778457645,12.4253507193602,1.93407031799369,2.18620527418279,4.8318516853335,3.93338707547208
"NM_009239",0.0602981834805415,0.0851064353129371,0,0.0803422573425528,0.0272787399258972,0.0304542909788241,0,0,0,0
"NM_009238",89.9045915694874,74.9362162930411,73.2096766175025,81.3063644306634,75.643945814513,79.3029737088579,1.93407031799369,1.13864858030354,2.1790703678955,1.99791089547788
"NM_001166138",3.25610190794924,3.95744924205157,3.10555651854496,4.05728399579892,4.03725350903279,4.23314644605655,1.0744835099965,0.546551318545697,2.7475235073465,1.43599845612473
"NM_009233",0.241192733922166,0.212766088282343,0.203643050396391,0,0.0545574798517944,0.0913628729364722,2.79365712599089,6.19424827685123,3.78968759634,5.05721195417838
"NM_009231",47.9370558670305,56.6383327007596,34.8399318719825,50.3344242251093,54.5574798517944,52.107291864768,23.6386372199229,18.355015114493,16.5798832339875,12.4245083812531
"NM_009230",39.0129247119104,46.6383265514895,43.952958377221,45.4335465272136,38.9267618742553,38.9205838709372,13.1086988219573,11.7508533487325,21.980188058772,20.4161519631646
"NM_009237",1.08536730264975,1.65957548860227,0.627899405388871,0.401711286712764,16.3672439555383,14.2830624690685,1.2893802119958,0.31882160248499,0.568453139451,0.312173577418419
"NM_009236",24.9031497774636,19.9574590808837,35.9769389033624,25.147126548219,17.8675746514627,17.1762201120568,0.644690105997898,0.865372921030687,1.515875038536,2.99686634321682
"NM_009235",0.422087284363791,0.468085394221154,0.543048134390375,0.361540158041488,0.49101731866615,0.304542909788241,0.214896701999299,0.0455459432121414,0,0.0624347154836837
"NM_009234",16.1599131727851,15.9149034035192,12.1337317527849,9.27953072306485,8.72919677628711,8.28356714624015,1.71917361599439,0.455459432121414,0.947421899085,0.437043008385786
"NM_001004061",0.241192733922166,0.127659652969406,0,0.0401711286712764,0,0,90.471511541705,117.690717260173,94.6474477185915,86.5969503758693
"NM_001004062",46.3090049130559,45.3617300217955,37.3854700019374,44.2284126670753,44.6552972586937,44.8591706118079,3.86814063598739,6.42197799291194,3.8844297862485,6.80538398772153
"NM_001004066",0.361789100883249,0.170212870625874,0.0339405083993985,0.200855643356382,0.218229919407178,0.243634327830593,0,0.0455459432121414,0.189484379817,0.124869430967367
"NM_001163564",8.5623420542369,9.27660144911014,7.65358464406435,7.75302783355634,10.338642431915,9.68446453126605,14.8278724379517,22.7274256628586,25.959360034929,20.728325540583
"NM_001163565",0.0602981834805415,0.0851064353129371,0.0169702541996992,0,0.0545574798517944,0,0,0,0,0
"NM_001163566",3.79878555927412,3.44681063017395,2.2231033001606,3.21369029370211,2.18229919407178,1.49226025796238,0.429793403998599,1.00201075066711,0.2842265697255,0.624347154836837
"NM_001163567",52.1579287106684,49.7872646580682,60.5838074929262,52.5840074307008,37.3173162186274,35.8142461910971,3.00855382799019,0.683189148182121,2.273812557804,0.936520732255256
"NM_001163569",0.120596366961083,0.212766088282343,0.0848512709984961,0.321369029370211,0.0818362197776916,0.121817163915296,84.4544038857246,71.3249470702134,73.709423748813,52.8822040146801
"NM_001177709",0,0,0,0,0,0,0,0,0,0
"NM_001177708",0,0,0,0,0,0,0,0,0,0
"NM_001177700",0,0,0,0,0,0,0,0,0,0
"NM_001170571",0,0,0,0,0,0,0,0,0,0
"NR_033241",15.8584222553824,12.5531992086582,15.8162769141197,16.1889648545244,10.3113636919891,11.1462704982496,0,0.227729716060707,0,0.0624347154836837
"NM_001177705",0.0602981834805415,0.255319305938811,0.101821525198195,0.160684514685106,0.600132278369739,0.334997200767065,0.644690105997898,2.04956744454636,0.8526797091765,0.936520732255256
"NM_001177707",0,0,0,0,0,0,0,0,0,0
"NM_001177706",1.02506911916921,0.723404700159965,0.407286100792781,0.562395801397869,0.463738578740253,0.669994401534129,0,0.136637829636424,0,0.249738861934735
"NR_077219",0.844174568727581,0.723404700159965,0.678810167987969,1.16496273146702,0.927477157480505,1.03544589328002,6.01710765598038,6.28534016327551,5.2108204449675,4.9947772386947
"NR_077218",0,0.0425532176564685,0,0,0.0272787399258972,0,11.8193186099615,14.2558802254003,3.6949454064315,5.11964666966207
"NR_077217",0,0,0,0,0,0,0,0,0,0
"NR_077216",0,0,0,0,0,0,0,0,0,0
"NM_027715",4.58266194452115,4.21276854799039,5.04016549731067,3.61540158041488,3.19161257132997,3.34997200767065,9.45545488796917,15.6678044649766,8.2425705220395,4.74503837675996
"NM_001256184",0,0,0,0,0,0,0,0.501005375333555,0,0.0624347154836837
"NM_027711",21.044066034709,21.8723538754248,12.7107203955747,14.1804084209606,11.4297920289509,10.4458218057367,6.44690105997898,14.8935234303702,2.9370078871635,5.11964666966207
"NM_027712",0,0,0,0,0,0,0,0,0,0
"NM_001256180",0,0,0.0169702541996992,0,0,0,0,0,0,0.0624347154836837
"NM_026047",12.361127613511,13.4468167794441,12.0319102275868,12.935103432151,13.5029762633191,15.4403255262638,19.1258064779376,18.6282907737658,21.5064771092295,19.6045006618767
"NM_026046",29.7873026393875,29.2766137476504,15.2223180171302,30.5300577901701,32.9254390905579,35.2660689534783,30.7302283858998,21.6343230257672,31.1701804798965,19.4796312309093
"NM_026045",22.0088369703977,23.9149083229353,21.9934494428102,23.9018215594095,22.1776155597544,21.1048236483251,21.9194636039285,18.3094691712808,31.7386336193475,26.4723193650819
"NM_026044",6.81369473330119,6.085110124875,8.28148404945322,6.70857848810316,7.39253851991815,7.82675278155779,7.09159116597688,10.9765723141261,5.9687579642355,8.61599073674835
"NM_026043",0,0,0,0,0,0,0,0,0,0
"NM_001142357",0.422087284363791,0.595745047190559,0.407286100792781,0.642738058740422,0.954755897406402,0.548177237618833,0,1.59410801242495,0.378968759634,0.561912439353154
"NM_026041",11.2154621273807,12.7659652969406,18.5145473318719,10.9265469985872,15.7671116771686,14.3135167600473,5.58731425198178,6.51306987933622,9.853187750484,9.49007675351993
"NM_026040",5.54743288020982,7.82979204879021,8.02693023645773,8.47610814963932,11.4297920289509,10.567638969652,3.43834723198879,4.19022677551701,6.631953293595,4.68260366127628
"NR_002883_1",0.120596366961083,0.127659652969406,0.152732287797293,0.522224672726593,0.0818362197776916,0.121817163915296,0,0.0455459432121414,0.2842265697255,0
"NM_026048",0,0,0,0,0,0,0,0,0,0
"NR_045907",0,0,0,0,0,0.0304542909788241,0,0,0,0
"NM_008548",11.7581457787056,10.1276658022395,6.38081557908691,7.994054605584,3.43712123066305,3.38042629864947,0.644690105997898,0.31882160248499,0.0947421899085,0.0624347154836837
"NM_008549",67.1721763973232,55.3617361710656,57.9534180919729,79.4584925117847,98.7763172716738,108.112732974825,25.142914133918,33.1574466584389,19.4221489312425,15.4838094399536
"NM_001013814",1.7486473209357,2.25532053579283,2.56250838415458,2.12906981957765,1.74583935525742,1.70544029481415,1.5042769139951,2.86939442236491,0.8526797091765,1.99791089547788
"NM_008540",56.0170124534231,60.0425901132771,51.623513275485,56.4404357831433,52.3479019177968,50.9195745165938,22.1343603059278,16.2599017267345,13.7376175367325,7.42973114255836
"NM_008541",0.241192733922166,0.0851064353129371,0.0509107625990977,0.120513386013829,0.0818362197776916,0.15227145489412,0,0,0,0
"NM_008546",0.120596366961083,0.127659652969406,0.203643050396391,0.160684514685106,0.0818362197776916,0.121817163915296,0,0,0,0
"NM_008547",0,0,0,0,0,0,0.429793403998599,0.728735091394263,0.2842265697255,0.249738861934735
"NM_001013813",3.07520735750762,3.19149132423514,0.237583558795789,2.32992546293403,1.52760943585024,1.30953451208944,0.859586807997197,0.273275659272848,0.4737109495425,0.187304146451051
"NM_001033351",0,0,0,0,0,0,0,0,0,0
"NM_001033350",0.241192733922166,1.06383044141171,0.288494321394887,0.522224672726593,0.518296058592047,0.669994401534129,0,0,0.2842265697255,0.124869430967367
"NM_010202",0,0,0.0339405083993985,0,0.0272787399258972,0,0,0,0,0
"NM_001033352",12.8435130813553,15.617030879924,14.7132103911392,16.8317029132648,31.6706170539667,31.0024682164429,27.291881153911,31.7910683620747,42.9182120285505,49.1361210856591
"NM_001033355",0,0,0,0,0,0,0,0,0,0
"NM_001033354",1.447156403533,1.78723514157168,0.814572201585563,0.200855643356382,0.381902358962561,0.365451491745889,0.214896701999299,0.182183772848566,0.4737109495425,0.187304146451051
"NM_010206",0,0,0,0,0,0,0,0,0,0
"NM_001033356",0.180894550441625,0.29787252359528,0.135762033597594,0.361540158041488,0.218229919407178,0.213180036851768,0.644690105997898,0.683189148182121,0.378968759634,0.624347154836837
"NM_001033359",0,0,0,0,0,0,0,0,0,0
"NM_010209",25.2046406948664,27.4468253884222,41.5940930434628,32.3377585803775,33.0891115301133,32.4642741834265,9.67035158996847,20.6778582183122,6.1582423440525,7.86677415094415
"NM_026295",16.8231931910711,20.1276719515096,15.5277825927248,14.6624619650159,18.7404943290914,18.9730232798074,37.8218195518767,69.9585687738492,29.370078871635,32.0914437586134
"NM_176807",0,0,0,0,0,0,0,0,0,0
"NM_001085518",0.0602981834805415,0,0,0,0.0545574798517944,0.0304542909788241,0,0.273275659272848,0,0.187304146451051
"NR_045908",0,0.0851064353129371,0.0169702541996992,0,0,0,0.859586807997197,0.31882160248499,0.189484379817,0.249738861934735
"NR_045909",0,0,0,0.0401711286712764,0,0,0.859586807997197,3.27930791127418,0.568453139451,0.811651301287889
"NM_001167832",0,0,0,0,0,0,0,0,0,0
"NM_028623",0.0602981834805415,0.0851064353129371,0.0848512709984961,0.0803422573425528,0.0818362197776916,0.15227145489412,1.0744835099965,0.865372921030687,0.0947421899085,0.312173577418419
"NM_009004",0.301490917402708,0.255319305938811,0.305464575594586,0.321369029370211,0.49101731866615,0.578631528597657,0.644690105997898,1.18419452351568,0.189484379817,1.18625959418999
"NM_001167831",0.723578201766498,0.255319305938811,0.373345592393383,0.723080316082975,0.791083457851019,0.365451491745889,0.644690105997898,0.501005375333555,0.568453139451,0.187304146451051
"NR_030498",0,0,0,0,0,0,0,0,0,0
"NM_001081017",1.86924368789679,3.1063848889222,1.22185830237834,2.28975433426275,1.17298581681358,0.883174438385898,0.859586807997197,0.683189148182121,3.221234456889,1.87304146451051
"NM_009006",7.89906203595094,6.80851482503497,5.78685668209744,7.11028977481592,10.8023810106553,9.34946733049899,0.644690105997898,0.63764320496998,0.0947421899085,0.561912439353154
"NM_028624",0,0,0,0,0,0,0,0,0,0
"NM_009007",87.9750496981101,90.2979278670262,136.389933002983,96.8124200977761,83.3911079534678,82.2570399338038,9.88524829196777,3.64367545697131,13.074422207373,6.30590626385206
"NM_001110555_1",0,0,0,0,0,0,0,0,0,0
"NM_009000",17.5467713928376,13.8723489560087,23.8432071505774,14.2205795496318,16.3672439555383,16.9325857842262,2.57876042399159,1.50301612600067,4.737109495425,7.61703528900942
"NM_028626",3.67818919231303,3.91489602439511,7.51782261046676,4.941048826567,4.55554956762483,4.32450931899302,0.429793403998599,0.136637829636424,0.6631953293595,0.249738861934735
"NM_009001",0,0,0,0,0,0,0,0,0,0
"NM_009003",5.84892379761253,6.55319551909615,6.88992320507789,4.29831076782657,6.27411018295636,6.27358394163776,2.14896701999299,3.50703762733489,2.842265697255,3.0593010587005
"NM_001201470",0,0.0425532176564685,0,0,0.0272787399258972,0,0,0,0,0
"NM_054082",0.241192733922166,0.553191829534091,0.695780422187668,0.401711286712764,0.327344879110767,0.517722946640009,0,0.774281034606404,0.568453139451,0.874086016771572
"NM_182930",0.0602981834805415,0.170212870625874,0.0509107625990977,0,0,0.0304542909788241,0.859586807997197,1.82183772848566,0.2842265697255,0.312173577418419
"NM_054080",0,0,0,0,0,0,0,0,0,0
"NM_054081",49.5651068210051,45.7021557630472,54.4575457268348,40.1309575426051,40.072468951143,41.7528329319678,24.9280174319187,70.9150335813042,36.759969684498,65.0569735339984
"NM_054087",0.0602981834805415,0.212766088282343,0.356375338193684,0.361540158041488,0.736525977999225,0.609085819576481,0.429793403998599,1.04755669387925,1.89484379817,1.18625959418999
"NM_054084",0,0,0.0848512709984961,0,0,0,0,0,0,0
"NM_001146329",0.180894550441625,0.127659652969406,0.339405083993985,0.200855643356382,0.136393699629486,0.213180036851768,0,0,0,0.0624347154836837
"NM_001146328",3.61789100883249,5.70213116596678,2.2740140627597,4.4188241538404,13.3938613036155,11.9685363546779,17.8364262659418,10.5666588252168,52.487173209309,46.7636018972791
"NM_001146325",0,0.127659652969406,0.0169702541996992,0.0401711286712764,0.0272787399258972,0,0,0,0,0
